age,annual_income,employment_years,debt,number_of_open_accounts,payment_history_score,late_payments,credit_utilization,loan_amount,previous_defaults,savings,creditworthy
67,57469.26,0.36,14398.7,2,60.69,2,0.2558,18058.64,0,3939.34,0
66,134730.61,10.32,40564.63,3,68.88,4,0.5993,19027.93,0,25200.2,1
36,45473.32,10.9,7514.96,11,76.84,1,0.1372,54862.25,0,39136.96,1
62,40756.94,14.85,8456.37,6,71.43,2,0.3035,8650.98,0,8584.8,0
66,42925.48,13.41,29126.34,9,70.01,1,0.3673,9564.73,0,16453.08,0
68,116028.62,16.73,12667.72,2,72.74,1,0.4581,25642.09,0,1903.9,0
22,15514.53,10.1,5628.96,6,71.42,1,0.5186,22912.06,0,11803.53,1
57,35026.37,8.14,53038.96,2,59.51,0,0.2593,25940.79,0,67762.15,0
69,,0.08,7468.48,3,89.71,0,0.3127,22554.96,0,24653.12,0
58,71753.03,8.54,15345.58,2,64.28,3,0.2837,16567.14,1,13784.45,0
32,33436.23,4.24,10965.51,3,74.07,4,0.5523,26644.52,0,11531.46,1
58,53972.25,8.06,14185.57,8,39.03,1,0.2278,20782.7,0,9169.14,0
26,56695.1,7.27,8870.01,1,68.56,1,0.5317,15119.79,0,17508.63,1
44,80486.51,9.36,31874.14,3,54.41,3,0.1651,17218.58,0,30280.46,0
51,125852.31,6.51,19668.74,9,56.34,4,0.146,12337.31,1,7640.28,0
43,65508.6,11.68,39539.28,2,100.0,5,0.1982,10966.24,1,23592.23,1
55,43139.04,0.0,11056.71,7,75.99,0,0.4724,26593.74,0,5796.27,0
32,78376.27,7.95,99165.4,11,91.62,0,0.2603,7210.81,2,8096.89,1
50,40169.96,13.01,3922.2,10,85.68,3,0.1569,29153.96,1,4412.91,0
52,34547.37,16.35,5064.54,2,87.73,2,0.2389,14964.68,0,13862.07,0
52,24912.61,10.66,73173.96,2,68.81,2,0.2314,16745.93,1,12936.28,1
35,27194.79,15.42,26300.95,9,97.7,2,0.384,15899.56,1,17146.29,0
35,36742.45,7.84,23652.78,5,85.55,2,0.3432,25601.11,0,15841.13,1
33,32373.1,7.01,25416.33,6,72.66,2,0.4746,50728.55,0,23005.81,0
43,63325.6,9.65,28426.95,6,76.21,1,0.4835,63615.43,1,78359.39,1
49,32059.78,6.98,22878.23,7,69.81,0,0.2327,37476.15,0,23209.56,1
38,15000.0,3.09,8311.57,6,72.84,0,0.0329,19017.17,0,2031.97,0
41,34383.37,4.42,34637.07,1,71.3,2,0.2712,31498.81,0,9600.05,0
35,44478.07,1.44,30536.24,2,78.1,1,0.426,4371.06,0,11625.38,1
31,41883.04,9.64,56436.53,1,99.84,3,0.2963,27547.01,0,2882.76,1
53,108975.09,7.06,73829.96,4,52.72,2,0.2097,23644.84,0,25329.26,0
60,41730.78,5.2,23447.24,10,90.28,1,0.3337,6104.8,0,60017.31,1
35,81756.78,4.17,6741.84,12,66.11,2,0.4754,11984.33,1,5501.18,0
63,54532.18,9.53,74320.74,6,92.31,0,0.506,21860.8,3,37402.93,0
48,53962.86,10.9,7971.33,1,66.66,2,0.4776,23512.85,1,31527.52,0
29,37766.11,1.35,23588.12,1,78.6,0,0.3438,35177.56,0,15359.31,0
38,53564.2,0.56,14657.98,10,69.46,2,0.2412,57925.84,1,25342.39,0
21,38979.66,11.77,12754.34,5,44.31,1,0.4756,16215.04,0,6030.64,1
22,59373.27,0.12,33175.51,11,99.82,0,0.3905,8115.62,0,33807.9,0
37,49452.91,9.74,21888.02,7,56.92,3,0.5693,31999.66,0,37499.7,1
43,35954.37,15.08,27138.81,11,73.34,0,0.5497,44339.27,1,18435.7,0
60,85943.12,15.1,9372.9,2,55.16,1,0.3028,43712.93,1,15797.21,1
27,66647.09,10.69,15660.03,11,50.61,1,0.4833,25025.61,1,5876.19,0
62,44956.93,10.54,9725.43,7,68.72,2,0.1102,72985.49,0,28123.91,0
32,58721.45,18.26,15349.98,6,62.5,2,0.1578,14859.4,0,12155.43,1
27,52964.03,0.0,16368.55,7,53.3,3,0.4808,55141.65,0,10613.13,1
55,37222.64,4.68,78713.53,4,71.43,1,0.5072,7990.11,1,28068.71,0
58,56772.75,11.24,14626.88,8,48.29,3,0.1858,3684.28,0,9254.18,0
50,41590.75,5.31,3286.73,10,74.01,0,0.0157,7897.7,0,6359.67,1
26,35949.42,13.2,54951.17,10,69.96,0,0.8119,12039.5,0,31940.92,0
26,26498.49,6.8,25784.65,12,32.31,1,0.192,18008.77,0,3084.92,0
40,46803.59,7.66,16208.95,5,63.63,1,0.2842,9370.07,3,23104.07,0
43,70985.1,5.63,12687.27,10,,0,0.3667,19684.12,1,3962.65,0
69,40234.97,4.39,8438.73,11,54.98,0,0.3658,28307.92,0,2352.62,1
35,170998.04,4.26,84843.66,1,80.19,1,0.4797,23040.22,2,21677.67,1
30,81932.17,8.36,18762.26,6,78.92,2,0.6194,16345.26,0,16069.03,1
67,98917.06,3.13,4482.45,9,55.72,1,0.5376,41771.25,0,6793.92,0
28,78664.54,11.77,23395.97,6,71.8,4,0.113,10278.58,0,4240.84,1
22,126611.38,10.27,47243.22,2,85.2,1,0.0438,15203.6,1,16272.41,1
41,38597.3,12.5,20399.69,8,57.98,1,0.1296,12248.29,0,7874.39,0
40,17374.46,1.36,8750.38,5,68.71,0,0.3845,28426.31,0,24454.31,1
51,44996.14,0.0,8145.88,8,90.4,2,0.3971,13363.58,1,7146.0,0
64,70706.08,6.98,8640.99,1,58.28,2,0.1569,23819.05,0,8184.4,1
66,58880.84,21.49,60806.59,1,79.35,4,0.3599,31874.44,0,32554.4,1
35,62258.55,13.33,16997.06,8,54.73,2,0.3961,12623.53,0,4758.79,0
69,99657.84,4.23,4699.2,12,69.42,1,0.1771,5879.87,0,3237.69,1
52,65317.44,9.12,24475.65,8,79.15,2,0.5895,15374.55,0,5173.62,1
24,78794.56,10.64,20149.94,12,33.53,1,0.4924,10313.33,0,14918.27,0
66,36036.41,0.16,12569.28,11,63.45,1,0.1371,11481.04,0,67026.22,1
27,33595.97,13.85,,4,78.87,2,0.2484,3191.71,2,13761.96,0
49,113713.76,6.16,7684.89,2,75.61,1,0.603,5789.72,0,5475.48,0
59,57554.88,6.55,42934.63,7,63.64,0,0.2824,31511.64,0,5690.82,0
33,41549.27,7.12,21941.55,8,54.33,0,0.615,9338.79,0,17362.21,1
34,41583.59,12.72,26397.96,10,82.06,2,0.628,40428.15,0,2521.93,1
44,41067.94,3.22,21893.26,7,66.84,1,0.3551,10907.34,0,2206.55,1
64,39976.89,0.0,23395.01,12,80.73,1,0.3426,25299.52,0,14318.63,1
31,30874.07,8.61,12374.72,11,78.08,3,0.0844,15076.37,1,26606.3,0
53,27998.31,0.0,15267.22,8,64.84,0,0.2542,28363.9,1,27215.85,1
43,50379.34,5.49,45709.27,7,89.16,1,0.1693,15073.61,0,16387.79,0
26,42119.74,12.93,55815.07,1,62.49,1,0.2944,20897.99,0,35239.78,1
55,90518.56,9.9,6771.33,10,91.05,0,0.4423,42604.26,0,10124.44,1
61,62753.71,12.21,15237.58,9,93.14,0,0.2092,25030.95,0,8534.49,1
49,61974.69,10.1,35226.55,11,88.8,3,0.1382,11118.68,0,11456.56,1
29,39367.04,19.05,81128.6,2,69.11,1,0.3572,4850.84,0,15653.87,1
28,52084.66,4.06,74883.94,2,100.0,0,0.3205,16678.34,1,200000.0,1
41,64701.45,8.99,9523.53,9,74.43,1,0.2864,24326.9,0,10051.65,0
45,75915.53,4.81,49919.35,6,,3,0.5822,20048.54,1,14099.63,0
48,52724.59,11.78,18864.48,8,71.65,2,0.2207,9736.53,1,57313.96,0
32,89383.75,6.69,41508.78,6,53.92,1,0.4286,20016.12,1,19763.4,1
45,55198.09,15.59,33818.05,8,92.72,2,0.3563,28567.1,1,2646.42,0
35,78579.78,4.35,6548.27,8,62.84,2,0.3713,47743.95,0,56376.4,0
54,44119.4,14.04,27948.15,3,86.71,1,0.6494,15366.61,1,16064.62,0
60,24328.98,9.97,40242.72,10,90.55,1,0.4327,100000.0,0,933.09,0
52,62059.57,6.84,17712.09,6,81.65,0,0.2725,49781.8,0,8319.85,1
21,76228.01,9.71,14780.65,7,60.93,2,0.3106,20250.23,1,6274.87,1
69,71253.18,8.31,5119.42,8,66.54,2,0.3342,21617.65,0,7828.74,1
22,66507.66,8.78,31101.8,9,29.17,1,0.1781,47589.86,0,11625.69,0
69,47015.11,5.97,21271.55,4,70.14,2,0.4921,9171.47,0,22994.29,1
22,38255.88,3.49,8607.42,1,84.84,1,0.4612,10265.04,0,37538.99,0
46,70499.87,5.32,13869.61,3,68.2,1,0.2659,7306.78,0,38791.01,0
26,66635.3,0.0,20368.19,12,62.56,1,0.2187,15055.9,0,50775.7,0
25,42731.17,11.21,11512.84,3,67.24,1,0.3662,9858.75,1,10022.38,0
54,90610.86,0.82,,3,91.45,1,0.2424,14039.91,0,1830.15,1
56,36967.67,5.91,4438.98,11,71.13,1,0.4214,17568.27,0,1261.52,0
26,42298.33,10.24,52979.72,3,100.0,1,0.167,6858.27,2,24084.93,1
68,114861.21,11.2,18230.56,6,62.87,0,0.5002,46839.76,0,11368.85,0
36,,0.0,7469.95,5,75.48,1,0.2707,41458.57,0,46177.42,1
36,46816.19,6.54,2515.83,8,65.07,0,0.6089,13045.25,0,18214.12,1
35,62593.07,9.3,41004.41,8,100.0,1,0.2587,50788.52,0,2474.5,1
43,58967.69,7.26,28130.24,7,74.88,3,0.3525,23624.9,0,6965.37,1
29,15987.5,13.72,21304.54,7,100.0,1,0.1436,38852.53,0,17639.69,1
41,36577.01,2.89,35919.85,11,65.28,1,0.284,6964.32,2,4405.21,0
31,53755.83,0.0,35840.93,7,96.44,0,0.3565,14223.91,1,46503.98,1
23,46845.64,11.05,21029.42,7,73.89,0,0.3925,27941.82,1,8072.21,1
39,61468.78,4.31,14687.55,11,85.39,1,0.5644,16048.61,0,8982.09,0
53,91432.43,0.0,12892.66,2,52.48,1,0.1149,15914.98,0,2832.07,1
58,47590.92,6.21,25207.09,11,77.57,1,0.5593,16658.19,0,75108.1,0
38,34171.38,13.15,55036.51,3,54.89,0,0.4233,23377.94,0,10064.11,1
36,63657.45,0.68,16577.55,4,76.11,1,0.1132,19460.7,0,15586.78,0
59,47482.09,18.68,58648.01,1,47.71,2,0.6699,53572.26,0,5985.67,0
54,51269.94,2.81,24261.57,7,70.49,0,0.3637,9004.96,0,8412.28,0
61,48232.59,7.44,24408.33,10,89.53,0,0.3024,19231.24,1,15826.74,1
65,,0.9,123280.14,5,80.76,1,0.5915,29462.4,0,17729.39,0
61,20065.79,7.21,67526.11,8,52.26,1,0.0682,7536.83,0,20154.78,0
66,46181.67,6.33,68941.56,5,41.63,1,0.4994,14150.97,1,29811.35,1
41,54908.77,0.0,9509.4,10,79.95,2,0.11,20329.52,0,22394.18,1
40,38699.21,21.13,103971.6,12,97.3,0,0.3695,51541.94,0,19605.38,1
36,82455.17,4.52,16854.17,9,56.58,1,0.3879,19803.23,0,6638.02,0
32,79304.84,4.53,15004.93,5,100.0,3,0.2309,30598.98,2,9794.34,1
57,53830.68,11.85,3199.43,10,71.9,4,0.1442,32033.85,1,3975.42,0
56,48692.74,16.07,23368.86,1,40.66,1,0.2312,2615.12,1,7652.86,1
60,52297.71,12.63,7566.18,12,47.03,1,0.4236,19041.85,0,17621.6,0
29,52466.73,0.99,24952.52,11,84.32,5,0.5208,13268.37,1,17217.05,1
45,53094.07,8.07,7107.28,8,74.07,0,0.1557,51551.64,0,21786.64,0
31,50538.41,0.0,75832.85,8,95.72,1,0.1579,29354.18,0,45106.54,1
64,61616.85,11.51,27983.94,4,52.83,4,0.3329,33204.68,0,3680.02,0
34,77190.67,0.0,111527.26,6,73.9,3,0.1822,25896.62,0,2235.97,1
28,31617.67,2.98,7940.31,2,72.11,3,0.1551,19369.89,0,9470.93,0
48,34279.05,6.98,62160.21,5,69.71,5,0.0965,32306.42,1,45245.62,1
64,25040.64,9.23,4255.46,8,65.88,0,0.4637,17733.25,0,43932.34,0
65,81224.1,5.7,21260.1,5,66.2,1,0.5849,44228.31,0,14348.32,0
25,61557.93,14.6,10859.86,10,74.79,1,0.267,8516.96,1,9283.45,1
36,69041.21,10.62,12578.72,11,76.84,2,0.5987,37221.09,0,15185.0,0
28,28906.28,10.22,11907.57,7,76.04,3,0.2572,13963.46,0,32891.92,1
36,122800.35,0.85,8659.0,5,91.3,1,0.4649,28962.19,0,5951.08,1
47,41818.98,15.5,6570.7,4,52.78,3,0.3498,5990.4,0,7178.11,1
34,59324.7,2.98,12634.49,7,43.01,1,0.273,21740.12,0,13077.9,0
24,80786.21,15.69,19750.81,9,88.27,1,0.1967,16193.13,1,32863.34,0
45,35275.63,17.11,45664.78,2,56.9,0,0.2939,17437.68,0,25449.36,1
23,43012.35,9.56,22797.53,6,65.93,0,0.1456,5223.12,1,2037.56,0
32,59618.18,12.16,45768.86,6,62.21,3,0.0973,18419.14,1,25503.61,0
21,198978.36,0.0,5516.98,4,61.86,2,0.277,19710.53,0,11845.59,1
25,62981.39,6.02,12730.44,3,48.67,2,0.4306,5171.93,0,21280.62,0
42,113317.74,12.51,31790.76,11,62.89,2,0.3663,8043.66,1,9883.45,1
62,94621.63,11.62,23686.95,6,82.39,1,0.254,20100.7,1,18808.53,0
58,64905.85,0.9,9037.94,7,71.94,1,0.4553,23931.74,1,12513.5,0
25,35240.47,5.53,38001.55,1,80.07,0,0.5997,17373.41,1,7352.81,0
22,88608.01,0.0,11767.64,4,64.06,1,0.376,18575.1,0,6062.84,1
37,28027.43,9.06,9664.71,3,86.45,0,0.2551,18342.15,1,10100.51,1
52,113038.33,0.0,26573.91,4,63.87,1,0.4278,12292.35,0,3742.83,1
57,60179.73,12.65,18089.06,11,38.26,1,0.1724,15888.67,3,8056.5,1
61,16688.71,12.91,11846.61,7,77.07,1,0.6292,6748.14,0,8984.21,0
37,47186.39,4.63,11529.13,11,84.28,2,0.1758,11954.53,0,30500.53,1
29,73818.52,9.61,7648.69,6,63.05,1,0.1652,17473.34,0,21800.25,0
22,49435.68,5.91,13115.22,10,91.19,2,0.3227,42756.8,0,73438.19,1
28,75874.89,8.21,43396.52,2,58.39,0,0.3307,16530.68,1,2651.07,0
24,37518.06,1.26,21889.61,10,82.73,3,0.3435,76201.46,0,9525.13,0
63,30558.45,10.11,38754.51,8,99.92,3,0.3571,69501.28,1,36396.41,0
34,53259.85,0.0,27200.26,1,72.59,1,0.4639,18900.02,0,15362.44,1
61,55786.83,0.0,11029.51,9,68.38,1,0.2392,13473.67,0,9861.88,0
48,47019.4,6.39,4811.74,6,70.31,0,0.2517,87934.37,0,5184.61,0
47,95546.61,5.94,8575.32,1,98.05,1,0.1873,30343.18,0,22415.72,1
43,37514.96,8.36,10521.1,11,78.44,1,0.1661,24469.03,0,14192.79,1
61,63323.58,3.75,9889.82,7,100.0,4,0.3984,10862.61,0,8852.19,1
23,56708.25,16.43,39456.06,8,76.47,0,0.5561,13344.66,0,29741.68,0
25,27297.93,7.8,39128.16,7,61.54,0,0.641,8935.47,1,89969.41,0
41,30379.55,8.16,105622.93,2,62.66,1,0.5863,51007.26,0,5394.09,0
40,55295.59,7.99,9770.77,4,72.99,1,0.1253,25570.81,1,20283.4,1
47,134138.55,12.01,64607.49,9,39.34,1,0.3149,14485.74,3,13593.59,0
57,71379.06,9.88,64288.81,5,64.4,3,0.194,12932.93,0,21530.4,1
49,25299.83,9.21,14947.75,11,64.76,3,0.1674,8993.25,0,39384.86,0
33,15000.0,10.68,26290.72,4,75.84,3,0.2826,17141.22,0,43157.33,1
37,76493.62,0.0,48567.68,6,100.0,2,0.1993,20284.67,0,7662.36,0
57,52669.53,0.0,17171.17,6,72.88,2,0.4664,3660.21,2,2697.24,1
30,91918.55,6.62,16139.32,1,41.24,3,0.3131,9165.41,0,11030.36,1
45,37003.41,6.01,10897.16,10,57.38,1,0.2972,11209.69,0,11090.54,1
47,64388.1,9.9,2724.65,2,76.2,1,0.8423,38482.76,1,1007.54,1
57,80488.25,7.1,19043.94,6,73.49,1,0.4307,12215.78,0,29865.88,1
56,44969.05,9.91,10200.9,11,97.99,1,0.5449,5125.95,2,7480.96,0
43,45403.75,0.77,7614.79,12,87.36,1,0.3816,8328.7,0,11455.02,0
36,55628.82,6.95,25232.3,3,86.88,1,0.3546,60188.67,0,7179.17,0
39,70213.29,0.29,5636.83,5,68.53,5,0.4001,13865.83,1,9955.69,1
41,54646.38,8.93,34303.1,7,89.59,0,0.1671,8701.09,0,37846.72,1
31,85253.7,0.0,26502.82,9,57.67,1,0.2398,5578.21,0,12946.13,0
51,44677.16,8.74,13068.66,4,87.49,2,0.5267,18310.18,1,80985.55,1
31,30251.79,0.0,17111.03,7,67.48,0,0.7094,19711.24,0,21138.17,0
52,133883.78,5.08,6946.2,11,48.83,0,0.0711,24511.6,0,22559.73,1
57,41898.42,11.47,32807.02,10,81.49,3,0.3649,100000.0,0,9985.3,1
68,42586.37,8.14,20910.75,10,94.36,0,0.2626,7576.07,0,11368.98,1
26,53395.24,0.0,22194.66,11,65.49,0,0.0965,13900.37,1,30390.11,0
58,56688.12,3.64,26893.48,11,97.0,1,0.2372,22088.92,0,34931.42,0
25,46215.98,0.0,10766.5,7,45.5,3,0.053,13250.96,1,15251.64,0
37,54570.2,0.0,5339.46,12,52.85,1,0.5422,4239.4,0,19806.94,0
29,54024.64,7.59,38714.97,6,69.65,0,0.1941,25746.5,0,10579.24,0
28,59501.52,9.8,31228.98,9,66.07,0,0.16,11570.11,0,14627.46,1
29,19038.51,9.2,11729.24,12,61.33,1,0.339,8547.12,0,12979.96,1
23,128217.43,10.01,24969.62,1,74.14,0,0.1896,9630.67,0,12434.23,0
61,51472.8,6.94,49242.18,12,63.54,2,0.2697,53313.38,0,29563.67,1
23,71422.53,5.63,44760.78,10,66.26,1,0.3375,44687.45,0,11471.24,0
40,29582.64,1.63,11458.42,12,76.45,2,0.1042,8386.0,0,6812.37,0
55,44495.28,4.8,5470.46,10,61.32,2,0.3949,5355.47,0,9416.4,1
69,40641.55,0.39,6275.16,2,70.3,1,0.1908,33758.3,0,9274.33,1
62,106560.07,2.77,14027.1,4,61.67,0,0.4071,76029.1,2,17845.96,1
27,42254.76,7.44,57987.38,1,52.71,1,0.2419,92135.04,0,7261.65,1
69,77359.95,6.41,10050.43,8,84.22,2,0.1018,6680.57,0,33041.9,0
53,41043.97,22.32,11170.87,6,99.32,4,0.0763,46565.85,2,9416.92,1
29,44864.85,0.27,10988.43,6,89.03,4,0.3538,17932.59,0,49261.81,0
42,49246.37,6.37,11763.33,9,77.31,2,0.643,4662.33,0,12284.33,1
65,98009.41,0.0,17839.06,10,61.74,0,0.1831,9861.64,1,19305.62,1
40,23497.63,5.06,6464.54,1,67.41,1,0.1431,10384.66,0,29348.61,0
29,30425.61,5.26,42856.6,12,88.91,0,0.4573,25108.55,0,36094.61,0
63,22897.92,11.22,16030.85,5,35.5,1,0.585,6913.9,0,21100.28,1
67,33715.49,4.75,130801.31,10,66.19,0,0.3641,34854.48,0,127027.76,0
68,38172.42,6.04,7039.34,7,83.75,3,0.1607,25108.28,0,12037.32,1
67,26597.48,4.85,64216.79,6,53.79,0,0.1226,36760.6,0,3085.59,0
63,39526.32,0.0,54786.73,3,78.77,3,0.6597,11338.83,0,11630.99,0
43,22213.75,3.74,12949.08,3,78.03,5,0.6317,23758.27,1,24537.15,0
30,34786.81,5.09,13122.43,9,48.73,0,0.4643,8716.84,1,18070.81,1
51,,7.37,8613.52,4,73.39,0,0.0349,28906.42,1,4799.55,1
31,65953.36,9.79,8692.97,3,62.12,0,0.5205,15245.05,0,8852.58,1
44,59841.16,5.83,17991.28,1,78.66,0,0.4817,16329.05,0,5790.37,1
53,35025.73,5.74,18300.5,11,82.72,0,0.146,17592.37,0,6601.11,0
67,27552.55,0.0,4995.25,5,78.38,2,0.2689,5319.65,1,11031.79,1
35,32940.83,9.7,112750.34,5,73.16,2,0.4285,41398.95,0,18263.52,0
33,53940.89,3.52,14625.38,5,76.62,0,0.4178,19074.97,0,6227.18,0
57,81289.17,10.74,18970.05,8,53.18,3,0.3389,41515.88,0,6779.78,0
21,82549.53,13.58,10906.75,6,71.51,2,0.4979,39427.81,0,22750.35,0
48,73047.41,6.06,14537.97,7,59.26,2,0.0589,10186.59,0,5551.9,1
57,39465.73,1.88,13518.64,4,88.5,1,0.8091,14901.63,0,5331.32,1
47,55610.98,6.92,17957.85,4,82.93,2,0.3582,6078.79,2,86784.94,1
39,47595.06,8.74,17791.13,11,82.89,1,0.2284,42459.24,0,7469.32,0
61,50239.31,5.42,34269.81,6,99.42,0,0.4165,22592.17,0,2321.1,0
39,137557.32,4.18,21588.22,12,66.72,1,0.5857,20721.79,0,3931.56,1
55,24889.18,9.82,31620.26,11,63.22,1,0.2897,14837.02,0,1995.94,0
43,49487.92,9.49,17859.28,9,66.34,3,0.3692,9129.76,0,52956.28,1
22,94880.69,5.27,21657.98,7,46.36,1,0.1304,44179.77,0,11244.12,1
46,28436.74,0.0,14840.01,11,47.62,1,0.5572,73274.13,0,4702.08,0
23,41167.41,9.28,40159.59,1,81.94,2,0.5171,45397.46,0,19884.12,1
66,43348.23,3.16,23300.38,6,49.68,3,0.618,16009.88,0,56033.93,0
50,49742.16,8.07,15861.77,9,54.8,1,0.5589,23652.94,1,10287.7,0
39,26820.12,7.76,15487.66,2,70.37,1,0.3029,38066.05,1,52175.29,1
44,71895.37,0.0,16493.73,3,65.4,1,0.6424,19225.5,0,8866.8,0
51,74229.56,7.41,18443.77,1,86.17,2,0.4539,70217.31,0,4161.85,1
33,69137.83,9.57,17206.43,6,72.97,3,0.7378,43130.77,1,61182.08,0
35,37176.06,10.19,11510.95,7,59.22,2,0.3764,100000.0,0,6270.06,1
41,57183.37,7.59,33191.45,6,87.55,2,0.3134,20621.49,0,7213.95,0
33,36692.97,0.0,34912.07,1,83.66,0,0.6075,3320.1,0,30571.78,0
58,47354.63,13.39,74997.68,6,49.42,3,0.5443,18928.48,0,12389.51,0
26,144950.71,9.06,11105.81,11,76.04,0,0.1047,13799.34,0,10865.6,1
61,57420.2,0.98,30677.29,1,60.56,0,0.4792,20313.62,0,9543.34,1
38,32231.56,3.06,3908.14,10,60.14,1,0.2963,62709.02,0,6588.99,1
48,59649.4,8.16,34939.09,4,100.0,3,0.4522,12318.24,0,14121.79,1
28,29934.9,10.4,5613.12,1,73.99,1,0.4796,10056.9,0,18607.67,1
39,32065.43,4.56,8189.94,1,68.52,2,0.1502,11445.37,1,9815.64,1
57,34426.54,11.13,23480.07,1,73.36,1,0.6703,81309.89,0,19981.98,0
34,45032.93,0.0,10948.17,5,85.99,0,0.4042,13037.61,1,17390.46,1
27,83844.95,1.79,9812.81,6,60.77,2,0.3837,21584.72,1,17005.27,0
46,71351.07,0.0,12213.22,8,63.51,1,0.1902,65555.61,0,9292.5,0
28,69594.19,2.51,32267.89,1,82.51,1,0.3193,28642.7,1,8590.01,1
36,33542.63,14.54,8534.01,8,47.74,0,0.6193,3714.4,0,16749.92,1
43,43109.43,17.29,17236.82,9,87.85,2,0.343,12834.63,0,4076.59,0
48,62161.37,8.17,13295.78,1,46.32,1,0.7032,11397.58,0,163135.65,0
52,41454.2,3.81,34684.2,9,68.07,1,0.318,5314.57,0,1247.78,0
54,48524.47,5.89,35470.78,2,46.42,1,0.1271,12896.68,0,7243.6,0
62,67083.94,9.37,4146.01,6,55.1,0,0.434,2677.42,0,19060.78,1
24,47011.18,0.0,41531.8,8,92.76,0,0.3759,22598.79,0,23146.46,0
38,60889.45,4.14,11042.67,11,88.71,0,0.1507,18094.02,0,5610.88,1
21,112624.69,14.17,,7,90.42,1,0.0923,10964.57,0,6683.71,1
21,50906.81,1.77,8493.02,6,48.82,1,0.1211,5072.14,1,12551.22,1
31,93506.9,3.25,24222.44,11,55.18,1,0.335,47775.72,0,3534.61,0
50,70742.73,7.07,138580.44,3,77.44,0,0.3319,12091.76,0,4066.81,1
64,28419.46,8.42,19927.57,3,83.45,0,0.3958,38809.97,1,26413.61,0
58,33494.17,3.87,12459.63,6,59.21,0,0.1362,16482.83,0,25035.72,1
52,37796.44,7.38,14948.98,2,,0,0.4138,49993.84,0,12126.85,1
59,37436.92,10.04,5557.5,1,53.9,1,0.086,27098.6,0,23992.41,0
29,52810.12,16.81,57371.2,5,98.53,1,0.2289,19461.14,0,13050.54,0
62,72524.4,6.37,23119.54,2,64.4,1,0.4057,9999.99,1,5979.17,1
64,96752.34,6.79,7777.64,8,,1,0.4839,44687.83,0,4230.38,0
25,63181.53,14.64,7983.02,7,73.34,1,0.1025,15589.09,0,21052.06,0
44,45005.17,4.25,18221.42,6,89.69,0,0.3352,10175.0,2,6539.19,0
61,21548.9,0.38,37938.56,6,56.76,1,0.238,16123.66,0,24853.16,0
44,56775.14,8.25,7167.66,2,90.69,0,0.2027,17427.64,0,9115.16,0
62,55641.52,12.38,43864.23,5,51.54,3,0.1807,33190.59,1,38637.81,1
66,59719.05,8.81,16727.68,1,90.65,0,0.4169,4820.62,1,5073.45,1
44,141902.66,6.51,8552.1,5,44.56,0,0.289,95444.75,1,4304.96,0
23,96120.41,0.0,12381.7,9,70.33,2,0.3907,24896.25,0,14445.5,0
37,78304.93,6.71,72909.2,12,98.01,2,0.4081,17800.83,0,8772.14,1
31,35673.16,13.17,5928.68,4,83.16,4,0.4597,24561.27,0,13705.3,0
44,43662.32,0.83,10022.75,4,78.74,1,0.3057,6161.65,0,11236.13,1
49,52701.98,5.78,38568.61,9,55.23,2,0.3757,19632.65,0,7546.46,0
43,38799.21,5.06,21403.13,12,60.24,1,0.4233,28378.01,1,9424.01,1
30,68892.15,3.51,9558.01,4,93.51,2,0.402,14646.0,0,1672.38,0
35,64582.42,8.24,38947.18,11,79.56,2,0.4612,25968.45,0,45872.69,0
54,33703.26,9.22,40455.73,4,86.24,1,0.2891,31360.21,0,6736.2,0
22,94245.28,9.16,23464.4,8,73.18,1,0.3536,10809.81,0,17759.15,1
31,57591.38,2.12,11028.19,3,67.49,2,0.0282,43142.72,0,1845.32,1
64,25260.73,0.0,12475.02,4,84.27,0,0.1829,17256.58,0,5400.28,0
25,53743.83,8.31,22603.68,12,76.15,0,0.1699,68370.29,0,15026.25,0
41,62419.4,4.47,6301.76,5,69.28,0,0.4269,45013.8,1,60984.19,0
31,85207.52,16.19,52070.56,1,49.38,0,0.385,23923.87,0,17854.15,0
26,47250.76,16.42,70143.21,10,87.26,0,0.5604,10197.05,0,19669.17,1
41,79830.48,16.95,14903.68,2,79.04,4,0.4187,16648.18,1,7660.54,1
46,59832.39,2.3,23932.93,2,62.3,1,0.3632,36446.98,0,11766.46,0
29,30433.95,9.85,46479.59,11,90.87,3,0.3545,12165.89,0,9957.77,0
24,29093.31,11.35,86040.7,5,75.9,2,0.3125,24380.83,0,15682.04,1
27,91148.05,10.79,62549.41,2,76.21,0,0.1941,26387.6,0,36314.46,0
52,,5.23,4490.4,12,86.14,1,0.1097,16637.32,0,8670.13,0
63,63601.84,13.4,13984.21,4,82.7,0,0.3341,10126.92,2,12167.27,0
29,107813.32,7.0,26867.63,8,76.7,0,0.5916,55074.3,1,8338.86,0
36,88482.75,7.64,12121.71,4,68.98,5,0.4534,25101.27,0,9409.45,1
37,74811.09,0.0,74932.31,7,100.0,1,0.3971,14571.68,1,32979.04,0
38,36497.47,10.22,66278.92,9,60.26,0,0.6605,10352.69,0,17788.62,0
32,119878.19,5.7,9371.07,10,83.94,2,0.3845,33761.99,0,15834.02,0
23,70012.15,9.32,15806.98,5,70.66,0,0.286,17146.4,1,10614.29,1
46,46233.55,8.18,9882.13,8,79.28,0,0.5212,35680.03,1,5467.98,0
